av,bv,desc,numOfComments,partsDict,pic,pubdate,related,title,viewseo
4439229,BV1us41167Qd,自制 大家好，我是孤独凤凰战士\r\n这次给大家带来的是有关笔记本电脑屏幕的知识科普\r\n包括如何选择屏幕好的笔记本电脑，都可以来看我们本期视频！,560,{0: ''},http://i1.hdslb.com/bfs/archive/844a1d4212b23761cde267a2534884b195c402e9.jpg,1461333013,"['【笔吧科普】笔记本屏幕太差？猪王教你换屏幕！', '揭秘神舟电脑低价原因，你究竟适不适合购买神舟笔记本电脑？神舟电脑为什么便宜？ 【九零科普】', '【装机日常】废旧笔记本不要扔，拆下屏幕，裹上驱动板，做成副屏，隔壁小孩都馋哭啦！', '扫盲 | 键盘上的 6 大金刚按键到底有啥用？', '【笔吧科普】猪王教你买电脑！', '【笔吧科普】猪王教你买电脑！选购篇！', '【显示器选购指南】从零开始教你选择「适合」自己的显示器', '【SPlusTech】华硕玩家国度枪神3测评：一言难尽~', '【装机必看】固态硬盘篇（SSD）-参数也能这么玩？可能是史上最好玩的固态硬盘科普', '【装机教程】超详细WIN10系统安装教程，官方ISO直装与PE两种方法教程，UEFI+GUID分区与Legacy+MBR分区', '【笔吧简评】ROG 超神X简评：比车还贵的笔记本了解一下？', '为什么说要等下个月才开始买笔记本电脑 等等党真的会胜利？', '【sin】相见恨晚的iPad手势操作！原来还能这样高效实用？！', '【笔吧科普】买游戏本必须i7？四核i5和i7差距究竟有多大？', '【装机必看】显示器篇-纠结着不知道买哪个好？看完你就不会再纠结了', '【SPlusTech】联想拯救者Y7000P 2019款测评：平衡，稳健，杀戮', '3分钟学会显示器校色，拯救你的眼睛！', '【笔吧评测室】今年的笔记本有什么黑科技？猪王带你逛CES 2020!', '【聊个机儿】你看得懂的显示器选购攻略', '【笔吧评测室】联想小新Pro13评测：屏幕给力，散热很猛', '【SPlusTech】联想小新Pro13评测：诚意拉满', '【B站最良心】19年大学生笔记本选购全攻略！15分钟从小白到大神，高考生福利！', '看懂手机—屏幕全解析（1）', '2020年性价比极高的笔记本电脑购买推荐（萌新向）', '大佬们为啥不用鲁大师？常用硬件工具科普【萌新进阶必备】', 'CPU到底应该怎么选？打游戏、做设计、家用办公应该选择什么CPU?', '【SPlusTech】笔记本的日常维护和保养：帮助你更了解TA', '【熊猫评测】天神下凡！联想小新pro13使用体验，原来轻薄本性能也可以这么强！', '闲鱼女生自用的二手笔记本怎么来的终于找到源头了！', '【喵喵折】游戏鼠标怎选？7分钟选择适合自己的游戏鼠标。', '【软件工具】史上最好用的硬件监控软件，微星Afterburner使用教程', 'ROG冰刃3sPlus评测：18.7mm配2080 三万块的终极信仰？-3DM硬件评测室', '让你的旧笔记本屏幕焕发新生-70元低成本副屏改装方案【Future Studio】', '笔记本详细清灰教程 ，不惧奸商，自己动手丰衣足食！', '把笔记本当主机用，外接加了个大屏显示器', '3000-5000元笔记本选购推荐，听我的，真的很香', '笔记本外接显示器全面指南｜宿舍神器', '【笔吧科普】好屏幕是怎样炼成的', '笔记本屏幕更换教程及购买注意事项科普']",【笔吧科普】你的笔记本屏幕真的好吗？细说屏幕的二三事,162534
3249137,BV1vs411d7kr,自制 欢迎来到笔吧评测室 谢谢观看我们的视频！\r\n这期视频主要讲解了微星单卡旗舰级游戏本GT72S的游戏、散热、超频性能，同时也对其外观和事宜人群进行了推荐\r\n谢谢大家的支持！\r\n笔吧评测室微信公众号：bibacps,123,{0: ''},http://i0.hdslb.com/bfs/archive/5424ea8f7e8c357108dbcdc283d324c17f442d8d.jpg,1447997790,"['【笔吧评测室】食我大雕！八代i9性能巨兽技嘉X9DT测评', '【SPlusTech】微星GP65,GP75测评：emmm,一言不合就开车???', '【笔吧简评】来自败家之眼的呼唤，玩家国度 超神2测评', '【笔吧科普】猪王教你买电脑！选购篇！', '微星第二代冲锋坦克笔记本评测 GTX 1660Ti配144Hz显示屏的游戏佳品', '【SPlusTech】微星绝影GS65评测：万元以内的轻薄游戏本，他不香么？？？', '【SPlusTech】玩家国度幻15测评：嘴上说不要，配置还是挺诚实的', '小白必看！！关于电脑显示屏究竟如何选择？？', '【笔吧简评】Alienware m17-R2 简评：它更薄，更好看了', '来自微星的巨无霸机皇——MSI\\u002F微星GT76评测', '【笔吧评测室】惠普Elitebook1050 G1评测', '电脑玩游戏卡，这些你知道吗？', ""微星GS66来了！铰链终改善！GS65的全面升级!【Jarrod's tech】"", '【笔吧评测室】轻薄与性能可否兼得？微星GS63评测', '【笔吧问答】第三期：“猪王”名字的来由？', '微星GF75——1650+i7九代U竟能跑出四十四万分，引up惊呼【微科龙盾】', 'msi\\u002F微星游戏本最全拆解合集，持续更新', '【笔吧评测室】神舟战神GX8-CR7S1评测', '【笔吧科普】好屏幕是怎样炼成的', '【SPlusTech】机械革命X3评测：7K档的黄金圣斗士', '【SPlusTech】玩家国度冰刃3s新锐测评：可能是今年最好的轻薄游戏本', '【笔吧科普】猪王教你买电脑！', '【拆个鸡儿】玩家国度超神2s详细拆解']",【笔吧评测室】微星GT72S评测,114421
4237199,BV1us411z7w1,自制 今天的天气真好啊……,93,{0: ''},http://i0.hdslb.com/bfs/archive/60c6773a5e5dd51be0c70c5ae2321af6ebba0acd.jpg,1459435426,"['【安菟杂话铺】And2girls愚人节特刊', '【笔吧评测室】春节拜年特刊！', '装电脑过程1', '最详细的windows10安装教程，还不会你来打我！', '【SPlusTech】外星人Area51m测评：我要卖掉我的台式，买台51M', '【飞行堡垒6】加装内存条，拆机视频', '【SPlusTech】联想拯救者Y7000P 2019款测评：平衡，稳健，杀戮', '【笔吧评测室】航母还是救生艇？神舟战神系列评测', '【笔吧简评】Alienware m17-R2 简评：它更薄，更好看了', '【笔吧问答】特别篇！双十一期间哪些机器更值得推荐呢？', '【笔吧评测室】神舟战神GX8-CR7S1评测', '【笔吧科普】老本子砸了还是换新？笔记本电脑升级指南', '【笔吧简评】全面屏全能本  华为Matebook14简评', '【笔吧评测室】今年的笔记本有什么黑科技？猪王带你逛CES 2020!', '【笔吧直播】9月9日直播黑将s5评测录像', '【笔吧科普】好屏幕是怎样炼成的', '叮！九块九到九万九的装机配置单，外设显示器！超详细！', '【笔吧评测室】手机厂商做电脑？小米笔记本AIr13评测', '【笔吧问答】猪王最喜欢的笔记本是哪一款？', '8600元钱的联想Y7000P—2060显卡开箱？']",【笔吧评测室】2016愚人节特辑~,50811
3637824,BV19s411R7by,自制 谢谢大家观看我们的视频！ 本期视频实录了评测室第一次开箱VN7，这是一台号称万元价位内屏幕最强的游戏本之一，那它的机身设计究竟有什么特点呢？ 详细评测将会在一周后更新，敬请期待！ 欢迎关注微信公众号：bibacps,264,{0: ''},http://i0.hdslb.com/bfs/archive/ff34993fbd94c121f04f2a2a91f075ea2a6390ec.jpg,1453453988,"['「科技美学直播」全球首款2080显卡游戏本 售价四万 玩家国度ROG超神2s开箱体验', '网吧被ban，救救孩子！2000元成本组装自己的第一台电脑', '中正评测：高性价比产品？宏碁暗影骑士4游戏本开箱，i5\\u002F1660Ti版，实测绝地求生，双通道内存区别', '2020年初6000元以下入门游戏本型号推荐', '【SPlusTech】数码宏碁掠夺者H500测评:史诗级别的散热', '轻薄还是性能这是一个伪命题 小秋上手宏碁ACER 轻薄威武骑士A715上手体验', '入门游戏本也玩轻薄？ACER\\u002F宏碁AN715-51评测', '【SPlusTech】机械革命X3评测：7K档的黄金圣斗士', '【周五见】提升游戏体验的捷径：选个好屏幕！', '2020年性价比极高的笔记本电脑购买推荐（萌新向）', '【白TV】3A平台 经济适用型游戏本！宏碁 Acer 暗影骑士4 (锐龙版) 快速上手体验', '[许迎果推荐] 2020年初游戏本型号推荐之万元以上价位段(10000+)', '【2019游戏本补完计划】千万别买顶配！戴尔G5游戏本用机体验-playtech', '宏碁掠夺者 21X 游戏本开箱体验', '【SPlusTech】小米游戏本2019测评：没有设计还是最好的设计？', '「科技美学直播」2019小米新款游戏笔记本开箱体验 | 144Hz屏幕刷新率+GTX2060显卡 | 第9代i7', '【宏碁暗影骑士4】战地一最高画质测试，看看是否能扛得住', '【SPlusTech】宏碁轻刃测评：金属质感最好的入门级“轻薄”游戏本', '雷电3轻薄本只要4399元！宏碁新蜂鸟3 SF314-57G | 雷电3可以这么接显卡？', '【熊猫速评】厚度19.9mm的全金属超薄游戏本！宏碁acer暗影骑士轻刃评测', '【SPlusTech】2019笔记本推荐特辑', '宏碁掠夺者战斧300游戏本评测：扎实稳重且实用的中端电竞本', '[许迎果推荐] 2020年初 游戏本型号推荐 全价位合集 时长警告 助眠良药']",【笔吧评测室】屏幕最强的游戏本之一，宏碁VN7开箱,116597
4310254,BV1ns411z7f3,自制 很多对外观和品牌有要求的用户在选购笔记本时都会考虑Macbook，那除了硬件以外，苹果的问题在哪里呢？,750,{0: ''},http://i2.hdslb.com/bfs/archive/de411814687a3422ecaa497e6c0ccb4b0f419c6d.jpg,1460118915,"['【宁】苹果电脑真的不能办公和科研吗？第一次使用MacBook Pro两周后的真实心得体会与科研软件分享。', '使用苹果全家桶是种怎样的体验？', '【UNCLE疯叔】用了15年Windows的我用MacBook是什么感受？这是我的第一个Mac体验', '「我的宇宙」“罗马不是一日建成的” —— 苹果杂谈', '【为啥买Mac？】苹果电脑大学生存手册——用Mac做主力机的两年', 'Mac入门（16）--解决电脑发热问题', '【科技漫谈】让苹果告诉你什么才是完美的交互体验', '【仲谋】买了就后悔的AirPods Pro为什么还有那么多人买？', 'Mac 双系统安装：让 Mac 用户完美体验 Windows', '给电脑小白们的科普和小建议（下）系统篇—我为什么喜欢苹果家的macOS', '【开个箱呗】妹子想买新款Macbook!老妈却要求砍价？？！！', 'Mac入门指南系列（一）：你好Mac', '开箱咸鱼上1400元买到的半台苹果笔记本电脑【开箱翼闻录第4期】', '【B站最良心】19年大学生笔记本选购全攻略！15分钟从小白到大神，高考生福利！', '我为什么买苹果本？2019款MacBook Air、Pro评测', 'MacBook 购买指南 | 要不要选择一款 MacBook | 如何挑选一台适合自己的 MacBook', '黑苹果入门指南（上）：配件选购篇', '【SPlusTech】联想小新Pro13评测：诚意拉满', '【一郎】除了舔还是舔！MacBook Pro2019一个月使用体验', '【老刘科普】苹果笔记本适合什么人用？', '【米奇沃克斯】苹果最大野心作品：MacBook Air 2020详细使用体验，值得买吗？', '搞机零距离：16寸MacBook Pro评测 史上最强苹果笔记本 剪刀键盘回归', '主频只有1.4GHz ？苹果刚更新的入门款 MacBook Pro 是真香机还是智商检测机？', '【熊猫评测】天神下凡！联想小新pro13使用体验，原来轻薄本性能也可以这么强！', '【何同学】二十万元的电脑是什么样子的？苹果Mac Pro深度体验', '苹果Mac电脑macOS系统新手从入门到精通大师版教程', '【MacBook Pro 2019】什么配置适合你？4个月深度使用告诉你为什么19款MacBook Pro13寸是“万金油”', '【爱搞机】我前后刷了 6 万元买 16 英寸 MacBook Pro：非常恼火！', '【Mac】零基础上手Mac，快速玩转苹果电脑', '提高触控栏(Touch Bar) 500%效率的方法！Feat.Macbook Pro 16寸', 'MacBook Pro16寸纯开箱体验【BB Time第237期】', '让你的Mac更好用--Mac优秀软件推荐！']",【笔吧科普】苹果Macbook究竟适合你吗？,279895
5001845,BV1Ds411e7rE,近期是高三学生的毕业季，也是笔记本电脑的购机旺季。\r\n很多人对电脑的选购没有概念，今天，笔吧评测室就来告诉你各大购机渠道究竟靠不靠谱！,1720,{0: ''},http://i0.hdslb.com/bfs/archive/9952dbc28f041f673008eddd4491be3e2f4f6cb0.jpg,1466159703,"['【笔吧科普】猪王教你买电脑！选购篇！', '【笔吧科普】买游戏本必须i7？四核i5和i7差距究竟有多大？', '「科技美学直播」开学季迎来人生的第一台电脑 大学生该如何选电脑', '10分钟成为电脑大神', '【B站最良心】19年大学生笔记本选购全攻略！15分钟从小白到大神，高考生福利！', '【70W播放】大学生笔记本电脑选购15分钟全攻略（记得看评论区补充）。手把手教你从新手到下单【高考党福利】。', '电脑组装教程，超详细步骤装机教学视频，新手入门电脑diy主机（跳线接法）「科技发现」', '【SPlusTech】从收包裹到验货，第一台笔记本的正确打开姿势', '萌新福利，新笔记本到手如何验机，新机又该做哪些工作？', '【新机攻略】2019拯救者新机上手设置和优化', '【装机必看】电脑机箱篇-科普机箱尺寸和风道的知识，以后买机箱不会懵逼了', '【装机必看】显示器篇-纠结着不知道买哪个好？看完你就不会再纠结了', '【电脑装机】如何用最低预算组装一台全新的能畅玩3A大作的游戏电脑？附游戏测试', '【电脑】用超低预算给学生党装一台能替代游戏本的ITX便携迷你型3A游戏电脑（附装机装系统教程）', '买整机的小白是怎么想的？图吧老哥都救不了他，只能发个视频感慨一下', '笔记本电脑科普（小白篇）', '【显示器选购指南】从零开始教你选择「适合」自己的显示器', '2020年初电脑配件和配置单推荐', '【收藏血赚】电脑城实体店奸商是怎么坑钱的？小白买电脑应该如何防骗？', '【笔吧科普】笔记本屏幕太差？猪王教你换屏幕！', '【笔吧科普】轻薄本、全能本、游戏本都有什么区别？', '【装机必看】固态硬盘篇（SSD）-参数也能这么玩？可能是史上最好玩的固态硬盘科普', '【极客湾】笔记本又卡又慢？ 过来我给你看个宝贝→_→', '2020年性价比极高的笔记本电脑购买推荐（萌新向）', '科普| 教你“看懂”笔记本电脑（二） 解析笔记本电脑的内部结构', '从零开始，教你组装一台游戏电脑', '【建 议 看 完】淘宝整机到底差在哪？我被其他平台卖掉的经历', '【大学生福利】笔记本电脑选购全指南（萌新向）', '【笔吧科普】笔记本电脑散热变差了？教你如何清灰换硅脂！', '【避坑指南】关于在装机猿店里买电脑的二三事儿，超全面超详细！', '【学长经验】（小白科普）如何科学的下载安装卸载软件？不借助第三方工具 | 互动视频 | 小白向 | 学长经验002', ""笔记本打游戏卡？外接显示器，帧率瞬间起飞！【Jarrod's Tech】"", '【笔吧科普】好屏幕是怎样炼成的', '【笔记本选购入门】如何简单了解笔记本选购知识', '国难当头 现在电脑不要买 价格涨的太厉害 快进来看下 守护好自己的钱包', '笔记本选购指南 联想篇 2020年3月', '【笔吧评测室】颜值巅峰，戴尔Alienware17R4评测', '为什么一些人投资地下城工作室会血本无归？业内人士道出真相', '【吐槽】为什么电脑城实体店纷纷倒闭？业内人士道出真相', '高考完了，准大学生怎么买电脑不吃亏后悔？', '揭秘神舟电脑低价原因，你究竟适不适合购买神舟笔记本电脑？神舟电脑为什么便宜？ 【九零科普】']",【笔吧科普】猪王教你买电脑！,564608
4851147,BV1Rs411i7mZ,自制 战神Z7系列是蓝天模具中面向轻薄游戏本设计的产品，金属版Z7官方号称25mm厚度，这与传统游戏本的大厚度机身有着显著的差异。Z7搭配I7四核+970M显卡，Z8更是将980M搬了进去，从配置上看它毫无疑问是标准的游戏本。\r\n当然，25mm也并不是非常极致，轻薄游戏本其他家同样很多，例如微星的GS60，技嘉的auros X5等等，配置不输Z7，厚度甚至更低，外观也更胜一筹。但是Z7就真的没有优势么？本次评测，将会揭晓答案。\r\n,1517,{0: ''},http://i0.hdslb.com/bfs/archive/4e757974311f40c36f5893debfdff52b4a4e32c6.jpg,1464947486,"['【笔吧评测室】神舟战神GX8-CR7S1评测', '中正评测：5699元，真香还是真坑？神舟Z7-CT5NA，i5-9300H\\u002FGTX1660Ti游戏本开箱', '百度笔记本吧访问神舟总裁吴海军', '【PDD5999的车都上去了吗？】神舟超级战神TX7-CT5DS笔记本详细测评！及购买建议，i5 9400+GTX1660Ti', '满帧高刷新屏幕 RTX2060甜品级显卡游戏本 实测：神舟战神G8-CT7NA', '小秋搞机神舟战神T6-X5E评测蓝天N850系列', '《蓝天(Clevo)笔记本》X170顶级模具介绍(英字自翻)', '神舟G7调试及一个月使用体验', '神舟电脑吴海军表示:相比戴尔惠普等国外品牌 神舟等国产笔记本更好更有良心！', '暑假打拼两个月买的笔记本 神舟ZX6-CT5DA 开箱 验机', '【笔吧简评】全面屏全能本  华为Matebook14简评', '1W以内最强性能怪兽？神舟TX9-CT5DK开箱拆机评测', '【天痕】为什么说上了小破船就能成为修电脑高手？z7ct7gk更换各类配件记录', '神舟ZX7-CT5DA 超级战神？', '浅谈神舟电脑，为什么可以卖这莫便宜，原来是这三大原因', '小秋搞机视频第十集蓝天P870DM P870DMG 炫龙V97神舟GX10未来人类X911-980系列拆机视频', '吃鸡游戏本.神舟战神Z7-KP7GC\\u002FEC\\u002FD2\\u002FGT\\u002F通用 神船拆机篇：拆装清灰教程', '【SPlusTech】2019笔记本推荐特辑']",【笔吧评测室】航母还是救生艇？神舟战神系列评测,371623
5162607,BV1zs411v7QZ,谢谢大家观看本期视频！\n这次测评的对象是一款一线品牌的主流游戏本、戴尔游匣系列的15.6寸笔记本，游匣7559\n这款笔记本电脑和联想Y700对位，并且是同样定位的一线产品里唯一一款三出风口的游戏本。\n实际体验究竟如何？看完本期视频就能找到答案！,1400,{0: ''},http://i1.hdslb.com/bfs/archive/181233ef90d99f7c4302fc0f58af0ec88dbbf60a.jpg,1467373987,"['2020年性价比极高的笔记本电脑购买推荐（萌新向）', '[许迎果推荐] 2020年初游戏本型号推荐之7000-8000', '中正评测：戴尔G7-7590新RTX2060显卡版开箱', '5000-8000元游戏本精选推荐，按FFFFF进入高端局', '[许迎果推荐] 2020年初游戏本型号推荐之8000-10000价位段', '2020年初6000元以下入门游戏本型号推荐', '【SPlusTech】戴尔G3测评：一白遮百丑，一键毁所有~', '【笔吧简评】散热较好的电竞游戏本，联想拯救者Y7000P评测', '中正评测：超级性价比游戏本？戴尔G3开箱，对比联想y7000', '【2019游戏本补完计划】千万别买顶配！戴尔G5游戏本用机体验-playtech', '中正评测：戴尔新款低价游戏本G3，i5-9300H、GTX1650开箱，数据对比联想Y7000', '中正评测：戴尔Ins 15-7591轻薄设计师游戏本开箱，i5-9300h\\u002FGTX1050-3G', '「小磊评测」2020年三星S6 Edge+能否再战？', '【熊猫速评】厚度19.9mm的全金属超薄游戏本！宏碁acer暗影骑士轻刃评测', '拥有20000块游戏本是什么体验|外星人新款M17开箱！', '【SPlusTech】联想拯救者Y7000P 2019款测评：平衡，稳健，杀戮']",【笔吧评测室】主流游戏本值得买吗？戴尔游匣7559测评,406679
4126620,BV1Ds411Q7rA,自制 大家好，欢迎回到笔吧评测室，华硕飞行堡垒依旧在京东卖4代U版本的，那飞行堡垒究竟啥时候出6代U呢？\r\n这次的开箱就是2016版本的第六代CPU飞行堡垒，我等这台机器已经等到牙根痒痒了，看看开箱吧！\r\nPS：具体评测一周后发布~,112,{0: ''},http://i2.hdslb.com/bfs/archive/51bf57ac9be28ec434f6e9f0167fbbb9d3dcc6d3.jpg,1458299732,"['新小妹带你拆解华硕飞行堡垒笔记本 从3599到8199 教你怎么拆笔记本加硬盘和内存', '华硕飞行堡垒fx80拆机换硅脂详细演示', '[开箱 伪] 华硕飞行堡垒FX80G', '【SPlusTech】华硕第五代飞行堡垒FX80测评：缩水的正确打开方式', '【飞行堡垒6】加装内存条，拆机视频', '【笔记本清灰】华硕飞行堡垒FX53V拆机清灰', '【宅评测第二期】2018暑期游戏本购买指南', '中正评测：华硕fx80ge飞行堡垒5游戏本开箱，对比联想Y7000、惠普暗影精灵4', '飞行堡垒fx80拆机换硅脂清灰高清重制版', '中正评测：一条半热管怎么了？华硕飞行堡垒7\\u002Fi7-9750H\\u002FGTX1650-4G版开箱', '华硕飞行堡垒笔记本拆机']",【笔吧评测室】华硕飞行堡垒2016版（FX-Pro）开箱,52453
5444484,BV1ns41117ak,谢谢大家观看本期视频！\n惠普暗影精灵二代自发售以来，跻身为一线品牌最具性价比的笔记本电脑行列。\n价格低性能强是它的特点，但其它优缺点又是什么，它究竟值不值得购买呢？\n看完全部视频相信你能找到答案！,1758,{0: ''},http://i2.hdslb.com/bfs/archive/7938556f5145c8f7a5d065cfc10764d1fd4ad3ae.jpg,1469179807,"['【SPlusTech】Y7000P VS 暗影精灵5：只有更香，没有最香~', '人生第一个电脑开箱暗影精灵5 ！！！', '【SPlusTech】惠普暗影精灵5测评：一顿操作猛如虎，测完还是95℃', '【笔吧评测室】屏幕素质最好的主流游戏本？惠普暗影精灵III代电竞版评测', '【SPlusTech】惠普光影精灵5测评：办公和游戏的折中之选~', '纯洁无瑕的红色印记-惠普暗影精灵5 240Hz测评', '中正评测：小新Air14-2020，MX350加持的轻薄游戏本？八九百差价i7\\u002Fi5怎么选？', '【小肥测评】暗影精灵5和Y7000P对比，你会选哪一个？', '【珊姐评测】惠普暗影精灵5 拆机教程 加内存 加硬盘详细视频教程', '【笔吧科普】老本子砸了还是换新？笔记本电脑升级指南', '中正评测：惠普暗影精灵4开箱，对比联想Y7000', '【SPlusTech】惠普暗影精灵5Plus测评：高端游戏本的良心之作~', '【SPlusTech】HP惠普笔记本电脑：凭暗影精灵3什么比神船贵2000？', '游戏本配置如何选，联想Y7000P与惠普暗影精灵5来跑跑看', '【笔吧评测室】颜值巅峰，戴尔Alienware17R4评测', '【笔吧评测室】最新的主流级性能？宏碁暗影骑士3评测', '肥王评本:大学生适合的游戏本?联想拯救者Y7000P与惠普暗影精灵5开箱真机对比实录', '用了快一年的暗影精灵5的1660ti最高特效玩使命召唤战区']",【笔吧评测室】真正的主流性能？惠普暗影精灵2代评测,550185
5255483,BV1ps411y7sY,上期科普视频，笔吧评测室已经告诉大家各大购机渠道究竟靠不靠谱！\n本期视频就来和大家聊聊，如何自主选购一台笔记本电脑！,2066,{0: ''},http://i1.hdslb.com/bfs/archive/3645194514e618da5619a660fcc040c24d9e5f72.jpg,1467990021,"['【B站最良心】19年大学生笔记本选购全攻略！15分钟从小白到大神，高考生福利！', '【笔吧科普】猪王教你买电脑！', '2020年性价比极高的笔记本电脑购买推荐（萌新向）', '【开学季】学生党怎样选择电脑能战三年？', '【70W播放】大学生笔记本电脑选购15分钟全攻略（记得看评论区补充）。手把手教你从新手到下单【高考党福利】。', '准大学生如何选购笔记本电脑？老学长的购机思路和推荐总结', '暗访揭秘线下笔记本电脑城坑人套路 小白新手购买笔记本指南 90后科技说', '618大学生选购电脑指南——小白笔记本电脑选购指南  15分钟看懂复杂参数！  【90后科技说】', '新电脑买回来，应该做哪些事', '「科技美学直播」开学季迎来人生的第一台电脑 大学生该如何选电脑', '去电脑城买电脑千万不要带着父母去，而且电脑城好多配件不可能有货', '【笔吧科普】买游戏本必须i7？四核i5和i7差距究竟有多大？', '[许迎果推荐] 2020年初 游戏本型号推荐 全价位合集 时长警告 助眠良药', '2020年学生党必看 3000元到7000元超性价比笔记本推荐 游戏本超极本都有！！！', '【收藏血赚】电脑城实体店奸商是怎么坑钱的？小白买电脑应该如何防骗？', '只想开箱一时爽? 新机到手你需要做的几件事！', '【SPlusTech】2019笔记本推荐特辑', '【笔记本电脑科普】纯小白必看笔记本电脑选购指南之入门参数篇（1\\u002F3）', '2020年初电脑配件和配置单推荐', '新笔记本电脑小白拿到手该怎么做', '4000元笔记本怎么选？AMD YES还是intel强？', '【装机猿】如果看过这个你还是学不会装机……', '【电脑选配入门】从零开始了解和选配电脑“小白向”', '【收藏血赚】必看！！史上最有趣的笔记本推荐指南！', '【极客湾】如何选购一台称心如意的电脑？', '【台式机】准大学生推荐选购——设计类专业购买非笔记本电脑指南', '【知识科普】电脑CPU i5、i7性能对比！i7就一定比i5好，i5一定不如i7吗？']",【笔吧科普】猪王教你买电脑！选购篇！,873311
4574502,BV1Fs411B7vc,自制 Surface Book，一个让业内玩家熟知的名字，微软用它来重新定义了“笔记本”形态。可分离型笔记本并不罕见，但是能够热插拔带有独显的键盘，就仅此一款了。\r\nSurface Book是微软精心设计的产品，定位比之前的Surface Pro还高，有着更丰富的办公性能，它到底有哪些令人称赞的地方呢？\r\n图文详细测评地址：http:\u002F\u002Ftieba.baidu.com\u002Fp\u002F4530094078,630,{0: ''},http://i1.hdslb.com/bfs/archive/ee672c7eac8fb354c4aa85bafc43eacc0297a6f8.jpg,1462537410,"['【SPlusTech】微软Surface Laptop 3测评：并不是所有苏菲都这么贵', '【笔吧简评】微软SurfaceLaptop2评测', '微软15英寸Surface book 2 体验评测：是你心中笔记本的终极形态么？', '【拔草】老用户告诉你为什么不要买Surface！若买了要注意什么？', '《真的用用》第67期：仅2999元！旗舰PC平板二合一，Mac的最强对手；笔记本的最终形态，微软surface book 1现在还值得买吗？', '【历史上的今天】初代Surface Book发布', '【设计专业】19年设计专业大学生笔记本电脑选购全攻略！美术生专业详解 7分钟从小白到高手，艺术高考生福利！准设计师科普', '地表最强终极笔记本Surface Book 2体验，设计性能专业逼格我全都要！微软教你做电脑系列', '你的电脑为什么会蓝屏 蓝屏后应该如何应对 这个视频告诉你~', '微软就是硬：Surface首度弃用Intel处理器，但也没用AMD？', '【官方双语】终结的开端 - Surface Pro X评测#linus谈科技', '【测评】Surface Pro 7，我对Windows最后的倔强', '絮柯的vlog | 学生党Surface Pro 5 入手半年使用体验', 'Microsoft Windows 10 Devices Event 微软 Windows 10 2015新品发布会 s', '【笔吧科普】广告宣传太浮夸？教你怎么分辨隐藏在电脑宣传语里的陷阱！', '【买前必看】别着急买Macbook 2019款，他真的适合你么？', '如何用Windows平板提高学习效率｜Surface Pro重度患者的使用日常 #1', '全网国内最早Surface Pro 7开箱，实测它到底香不香？']",【笔吧评测室】笔记本电脑的终极形态？微软Sufacebook评测,241806
5666992,BV1is411C7Qt,【注意！】本期科普视频为小白进阶视频，不推荐硬件知识太少的观众食用！\n【注意！】本期科普视频为小白进阶视频，不推荐硬件知识太少的观众食用！\n【注意！】本期科普视频为小白进阶视频，不推荐硬件知识太少的观众食用！\n笔记本电脑可以和台式机一样组装定制吗？\n答案是可以的，这类产品叫做准系统，这条路充满荆棘，但如果你想成为笔记本电脑大神，那准系统是必须得了解的。\n相信本次视频能够把你带进笔记本发烧友的大门~！,1006,{0: ''},http://i2.hdslb.com/bfs/archive/937e4ccadefbcef1438bb0db96e7aeefa60b0890.jpg,1470399429,"['小白和学生党请进，教你自己组装一台自己的笔记本电脑，一看就会，一学就废系列《苏州微蓝科技》', '【极客湾】笔记本又卡又慢？ 过来我给你看个宝贝→_→', '【带制作!!!】图把垃圾佬教你如何组装一个吊炸天的笔记本！  diy笔记本  diy手提电脑  diy箱式电脑   台式机改笔记本  组装手提电脑  组装笔记本', '如何diy一个笔记本，从材料到原理，详解在这里   diy笔记本  自制笔记本 组装笔记本 diy手提电脑 自制手提电脑 组装手提电脑 详细教程', '【极客湾】五百元组装神机吊打五千游戏本？畅玩GTA5？', '［多p］up自己动手做了一本笔记本，录下过程分享给大家。教你如何自制一本复古笔记本', '只卖80元的笔记本会翻车吗？', '【官方双语】 为什么我们不能自己DIY一台笔记本？#电子速谈', '【官方双语】蓝天笔记本电脑震惊世界 @CES2020#linus谈科技', '【B站最良心】19年大学生笔记本选购全攻略！15分钟从小白到大神，高考生福利！', '图吧垃圾佬1500元竟DIY了一台笔记本过年回家愉快吃鸡', '【极客湾】拯救你的本子（上）：夏日给笔记本降温，岂不美哉？', 'DIY手提箱电脑', '某垃圾佬用300居然DIY了一台笔记本!', '【极客湾】听说你又卡死了？骚年该换CPU辣！', '土豪的新玩具：搭载28TB SSD的疯狂“笔记本”电脑', '笔记本综合散热拉到340W！蓝天“杀手”模具X170SM-G', '蓝天准系统p870tmg1的开箱与安装第一集', '上大学买啥电脑？笔记本和台式谁香？', '最好笔记本电脑升级！ X1 Cabon 定制版开箱', '可怜天下父母心，逆子偷大学宿舍笔记本电脑，父亲亲自去投案自首']",【笔吧科普】笔记本能和台式一样组装定制吗？,364238
